LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate
972,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:11.953,25746,INFO,nova.osapi_compute.wsgi.server,req-1480c231-74f8-46d8-9467-9bc9f1645c87 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
973,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:11.968,25790,INFO,nova.metadata.wsgi.server,req-9dfe357d-81fd-45bb-b2b1-3a0ead0a0770 - - - - -,"<*>.<*>.<*>.<*>,<*>.<*>.<*>.<*> ""GET /latest/meta-data/ami-id HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",9f4a8072,< * > . < * > . < * > . < * > <*> < * > . < * > . < * > . < * > <*> <*> <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
974,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.634,2931,INFO,nova.virt.libvirt.driver,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Deleting instance files /var/lib/nova/instances/<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf_del,c4261043,<*> <*> : < * > <*> < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > <*> < * > <*> <*> <*> <*> <*> <*> < * > <*> < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > <*> < * > <*> 
975,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.637,2931,INFO,nova.virt.libvirt.driver,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Deletion of /var/lib/nova/instances/<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf_del complete,51df905b,<*> <*> : < * > <*> < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > <*> < * > <*> <*> <*> <*> <*> < * > <*> < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > <*> < * > <*> <*> 
976,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.751,2931,INFO,nova.compute.manager,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Took <*>.<*> seconds to destroy the instance on the hypervisor.,5e505225,<*> instance <*> < * > <*> < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > <*> < * > <*> <*> <*> < * > . < * > <*> <*> <*> the instance <*> the <*> . 
977,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:13.157,25746,INFO,nova.osapi_compute.wsgi.server,req-4535b71b-250e-41e3-9fef-ea48e83e93d3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
978,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:13.214,2931,INFO,nova.compute.manager,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Took <*>.<*> seconds to deallocate network for instance.,2b4debf8,<*> instance <*> < * > <*> < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > <*> < * > <*> <*> <*> < * > . < * > <*> <*> <*> <*> <*> instance . 
979,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:14.263,25746,INFO,nova.osapi_compute.wsgi.server,req-d4f13b7d-5438-4b7b-a8be-68d64e065378 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
980,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:15.235,25746,INFO,nova.api.openstack.wsgi,req-2828889b-97b9-4cc6-9cf7-44c8f4e856b9 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,e44e2fcb,HTTP exception thrown : No instances found for any event 
981,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:15.237,25746,INFO,nova.osapi_compute.wsgi.server,req-2828889b-97b9-4cc6-9cf7-44c8f4e856b9 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"<*>.<*>.<*>.<*> ""POST /v<*>/e<*>ac<*>c<*>b<*>a<*>e<*>f<*>a<*>/os-server-external-events HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
982,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:15.581,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,d9df08b1,<*> <*> <*> <*> <*> < * > c < * > <*> < * > c < * > <*> < * > <*> < * > c < * > <*> < * > <*> < * > <*> < * > 
983,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:15.582,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,d9df08b1,<*> <*> <*> <*> <*> < * > c < * > <*> < * > c < * > <*> < * > <*> < * > c < * > <*> < * > <*> < * > <*> < * > 
984,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:15.584,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,d9b640d4,<*> <*> <*> <*> <*> <*> <*> < * > c < * > <*> < * > c < * > <*> < * > <*> < * > c < * > <*> < * > <*> < * > <*> < * > 
985,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.165,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,f01ac742,Auditing locally available compute resources for node cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us 
986,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.507,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: <*>, total allocated vcpus: <*>",7361e749,"Total usable vcpus : < * > , total allocated vcpus : < * > "
987,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.508,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us phys_ram=<*>MB used_ram=<*>MB phys_disk=<*>GB used_disk=<*>GB total_vcpus=<*> used_vcpus=<*> pci_stats=[],5e914761,<*> <*> <*> <*> <*> < * > <*> < * > <*> < * > <*> <*> < * > MB <*> < * > MB <*> < * > GB <*> < * > GB <*> < * > <*> < * > <*> <*> <*> 
988,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.567,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us:cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,2f0d3374,<*> <*> <*> <*> cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us : cp- < * > .slowvm < * > .tcloud-pg < * > .utah.cloudlab.us 
989,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:24.789,25746,INFO,nova.osapi_compute.wsgi.server,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""POST /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
990,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:24.994,25746,INFO,nova.osapi_compute.wsgi.server,req-79b9f95a-26b4-4b98-9f57-1896c54a0a33 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
991,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:25.186,25746,INFO,nova.osapi_compute.wsgi.server,req-11fa0afd-fbbf-4d33-b4a3-eadb918ccd07 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
992,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.202,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",bd357a82,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> : <*> < * > <*> <*> <*> < * > <*> <*> <*> < * > <*> 
993,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.203,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Total memory: <*> MB, used: <*>.<*> MB",cf3d7a45,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> : < * > <*> <*> <*> : < * > <*> < * > <*> 
994,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.204,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] memory limit: <*>.<*> MB, free: <*>.<*> MB",6e03e5be,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> : < * > <*> < * > <*> <*> <*> : < * > <*> < * > <*> 
995,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.205,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Total disk: <*> GB, used: <*>.<*> GB",cf3d7a45,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> : < * > <*> <*> <*> : < * > <*> < * > <*> 
996,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.206,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] disk limit not specified, defaulting to unlimited",e6de13b5,<*> instance <*> d < * > <*> < * > <*> < * > d < * > <*> < * > <*> < * > <*> < * > <*> < * > d < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
997,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.207,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",cf3d7a45,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> : < * > <*> <*> <*> : < * > <*> < * > <*> 
998,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.208,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] vcpu limit not specified, defaulting to unlimited",b602c4ad,<*> <*> : <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
999,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.239,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Claim successful,d64720f7,<*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> 
1000,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:25.394,25746,INFO,nova.osapi_compute.wsgi.server,req-3bc17f6d-1354-46d7-9366-675d3c38eba9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",1d165a8e,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> <*> < * > <*> <*> < * > <*> <*> < * > . < * > 
1001,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.935,2931,INFO,nova.virt.libvirt.driver,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Creating image,d64720f7,<*> <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> <*> <*> 
1002,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:26.669,25746,INFO,nova.osapi_compute.wsgi.server,req-43e0f44d-b7b7-4458-849c-184dfc5d16e9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1003,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:26.956,25746,INFO,nova.osapi_compute.wsgi.server,req-59b0af54-2013-4474-a1c6-9d78e6f052a2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1004,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:27.105,2931,INFO,nova.compute.manager,-,[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] VM Stopped (Lifecycle Event),4d63ab4d,<*> <*> <*> < * > a < * > <*> < * > - < * > <*> < * > - < * > <*> < * > <*> < * > - < * > a < * > <*> <*> <*> <*> <*> <*> <*> <*> 
1005,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:28.214,25746,INFO,nova.osapi_compute.wsgi.server,req-450cfe03-d536-4ad6-8d45-109150d3fe46 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1006,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:28.493,25746,INFO,nova.osapi_compute.wsgi.server,req-bd42eb24-d22e-4fef-b92e-3a70d8d83d15 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1007,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:29.768,25746,INFO,nova.osapi_compute.wsgi.server,req-9c9d1d32-84c4-469c-8092-ba8d95d524b7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1008,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:30.040,25746,INFO,nova.osapi_compute.wsgi.server,req-b9718cd8-f65e-49cc-8349-6cf7122af137 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1009,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:31.313,25746,INFO,nova.osapi_compute.wsgi.server,req-387f80a3-539e-4716-8595-9913cb1d4116 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1010,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:31.557,25746,INFO,nova.osapi_compute.wsgi.server,req-dc75766e-f0ca-4e46-aa86-93fa2924a379 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1011,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:32.929,25746,INFO,nova.osapi_compute.wsgi.server,req-ab030d68-61de-4726-9836-33469b7135dd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",1c04642e,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> <*> < * > <*> <*> < * > <*> <*> < * > . < * > 
1012,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:33.184,25746,INFO,nova.osapi_compute.wsgi.server,req-2e32a4b6-281d-4b23-8783-e23e909271ae 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
1013,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:34.457,25746,INFO,nova.osapi_compute.wsgi.server,req-78acc268-1d58-4b31-967a-c31e22012a78 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"<*>.<*>.<*>.<*> ""GET /v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail HTTP/<*>.<*>"" status: <*> len: <*> time: <*>.<*>",50aef15a,< * > . < * > . < * > . < * > <*> <*> <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> < * > <*> <*> < * > . < * > <*> <*> : < * > <*> : < * > <*> : < * > . < * > 
