LineId,Time,Program,Content,EventId,EventTemplate
967,10.30 21:21:34,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
968,10.30 21:21:34,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
969,10.30 21:21:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",64dbde9e,"proxy.cse.cuhk.edu.hk:5070 close , 0 bytes sent , 0 bytes received , lifetime 00:02 "
970,10.30 21:21:35,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
971,10.30 21:21:36,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 564 bytes sent, 28902 bytes (28.2 <*>) received, lifetime <1 sec",adafe8bb,"proxy.cse.cuhk.edu.hk:5070 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime < 1 sec "
972,10.30 21:21:36,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
973,10.30 21:21:48,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,5556b1d7,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
974,07.26 13:30:34,chrome.exe *64,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,18e5e276,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
975,07.26 13:30:34,chrome.exe *64,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,247f1a41,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
976,07.26 13:30:34,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
977,07.26 13:30:39,chrome.exe *64,"www.baidu.com:80 close, 6719 bytes (6.56 <*>) sent, 644545 bytes (629 <*>) received, lifetime 00:05",1c829fa0,"www.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
978,07.26 13:30:43,chrome.exe *64,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,962cc7e4,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
979,07.26 13:30:44,SogouCloud.exe,"get.sogou.com:80 close, 899 bytes sent, 348 bytes received, lifetime 00:03",0e7d1eb0,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*> "
980,07.26 13:30:45,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",dc51a9eb,"ss.bdimg.com:80 close , 0 bytes sent , 0 bytes received , lifetime <*> "
981,07.26 13:30:45,chrome.exe *64,"t11.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",c9be2178,"<*> close , 0 bytes sent , 0 bytes received , lifetime 00:11 "
982,07.26 13:30:45,chrome.exe *64,"sestat.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",c9be2178,"<*> close , 0 bytes sent , 0 bytes received , lifetime 00:11 "
983,07.26 13:30:45,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",dc51a9eb,"ss.bdimg.com:80 close , 0 bytes sent , 0 bytes received , lifetime <*> "
984,07.26 13:30:48,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,0bc42bfd,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
985,07.26 13:30:48,chrome.exe *64,www.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
986,07.26 13:30:48,chrome.exe *64,cbjs.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
987,07.26 13:30:49,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,7eff2ab7,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
988,07.26 13:30:49,chrome.exe *64,dup.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
989,07.26 13:30:49,chrome.exe *64,eclick.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,cf4b4241,eclick.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
990,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
991,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
992,07.26 13:30:57,chrome.exe *64,"b1.bdstatic.com:80 close, 389 bytes sent, 409 bytes received, lifetime 00:21",1eef588a,"b1.bdstatic.com:80 close , <*> bytes sent , <*> bytes received , lifetime <*> "
993,07.26 13:30:58,chrome.exe *64,"pos.baidu.com:80 close, 1822 bytes (1.77 <*>) sent, 1370 bytes (1.33 <*>) received, lifetime 00:10",35041388,"pos.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
994,07.26 13:31:09,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",05660840,"i9.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:27 "
995,07.26 13:31:09,chrome.exe *64,"xin.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
996,07.26 13:31:09,chrome.exe *64,"newsimg.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
997,07.26 13:31:09,chrome.exe *64,"comment.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
998,07.26 13:31:09,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",05660840,"i9.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:27 "
999,07.26 13:31:09,chrome.exe *64,"m.news.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1000,07.26 13:31:09,chrome.exe *64,"www.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1001,07.26 13:31:12,chrome.exe *64,api.share.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1002,07.26 13:31:13,chrome.exe *64,"timg.baidu.com:80 close, 1299 bytes (1.26 <*>) sent, 4993 bytes (4.87 <*>) received, lifetime 00:30",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1003,07.26 13:31:21,chrome.exe *64,"www.googletagservices.com:443 close, 1257 bytes (1.22 <*>) sent, 540 bytes received, lifetime 04:00",6fa613a4,"<*> <*> , <*> bytes <*> <*> <*> <*> <*> <*> <*> , <*> bytes <*> , <*> <*> "
1004,07.26 13:31:23,chrome.exe *64,"yt3.ggpht.com:443 close, 10542 bytes (10.2 <*>) sent, 356545 bytes (348 <*>) received, lifetime 09:54",82cebe00,"yt3.ggpht.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1005,07.26 13:31:28,chrome.exe *64,"www.google.com:443 close, 1740 bytes (1.69 <*>) sent, 21911 bytes (21.3 <*>) received, lifetime 04:01",4194cf7b,"www.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime 04:01 "
1006,07.26 13:31:49,chrome.exe *64,"dup.baidustatic.com:443 close, 814 bytes sent, 4145 bytes (4.04 <*>) received, lifetime 01:00",71b99b99,"<*> close , <*> bytes sent , <*> bytes <*> <*> <*> <*> <*> <*> received , lifetime <*> "
1007,07.26 13:36:07,chrome.exe *64,pubads.g.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,11d25682,pubads.g.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1008,07.26 13:36:11,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,e4c29697,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1009,07.26 13:36:22,chrome.exe *64,"odr.mookie1.com:443 close, 361 bytes sent, 4839 bytes (4.72 <*>) received, lifetime 00:11",de3aea65,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1010,07.26 13:37:15,chrome.exe *64,"safebrowsing.googleapis.com:443 close, 1344 bytes (1.31 <*>) sent, 1170 bytes (1.14 <*>) received, lifetime 04:00",6f4309d2,"safebrowsing.googleapis.com:443 close , 1344 bytes ( 1.31 < * > ) sent , 1170 bytes ( 1.14 < * > ) received , lifetime 04:00 "
1011,07.26 13:39:07,chrome.exe *64,"clients6.google.com:443 close, 1891 bytes (1.84 <*>) sent, 811 bytes received, lifetime 04:00",bf60edc0,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
1012,07.26 13:39:39,Dropbox.exe,"d.dropbox.com:443 close, 1021 bytes sent, 4906 bytes (4.79 <*>) received, lifetime 01:01",7aff6c49,"d.dropbox.com:443 close , 1021 bytes sent , 4906 bytes ( 4.79 < * > ) received , lifetime 01:01 "
1013,07.26 13:40:11,chrome.exe *64,"clients6.google.com:443 close, 3216 bytes (3.14 <*>) sent, 2391 bytes (2.33 <*>) received, lifetime 05:04",a0638952,"clients6.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1014,07.26 13:40:22,chrome.exe *64,"i.ytimg.com:443 close, 2836 bytes (2.76 <*>) sent, 125622 bytes (122 <*>) received, lifetime 06:33",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1015,07.26 13:41:04,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,e4c29697,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1016,07.26 13:42:05,chrome.exe *64,"r6---sn-i3b7kn7d.googlevideo.com:443 close, 12789 bytes (12.4 <*>) sent, 13833013 bytes (13.1 <*>) received, lifetime 01:01",e03d1e70,"r6 -- <*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1017,07.26 13:42:10,chrome.exe *64,"odr.mookie1.com:443 close, 1045 bytes (1.02 <*>) sent, 5662 bytes (5.52 <*>) received, lifetime 01:06",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1018,07.26 13:43:17,chrome.exe *64,odr.mookie1.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,ccfee81d,odr.mookie1.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1019,07.26 13:43:18,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,f11634d5,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1020,07.26 13:44:26,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,eee3c23f,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1021,07.26 13:44:28,chrome.exe *64,fonts.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,849eafc1,fonts.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1022,07.26 13:44:29,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,f11634d5,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1023,07.26 13:45:00,chrome.exe *64,"r6---sn-i3b7knez.googlevideo.com:443 close, 13118 bytes (12.8 <*>) sent, 3242984 bytes (3.09 <*>) received, lifetime 00:31",e03d1e70,"r6 -- <*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1024,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1025,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1026,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1027,07.26 13:46:41,chrome.exe *64,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,962cc7e4,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1028,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1029,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1030,07.26 13:46:43,chrome.exe *64,ecmb.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,d1a42b24,ecmb.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1031,07.26 13:46:48,chrome.exe *64,"c.baidu.com:80 close, 1052 bytes (1.02 <*>) sent, 113 bytes received, lifetime <1 sec",bc17c510,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime < 1 sec "
1032,07.26 13:46:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",bd8c8363,"t12.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:10 "
1033,07.26 13:46:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",bd8c8363,"t12.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:10 "
1034,07.26 13:46:51,chrome.exe *64,"timg.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",4cb309d9,"timg.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:10 "
1035,07.26 13:46:51,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,085ef7e9,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1036,07.26 13:46:52,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,7eff2ab7,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1037,07.26 13:46:52,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1038,07.26 13:46:52,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",dc51a9eb,"ss.bdimg.com:80 close , 0 bytes sent , 0 bytes received , lifetime <*> "
1039,07.26 13:47:02,chrome.exe *64,"pos.baidu.com:80 close, 3783 bytes (3.69 <*>) sent, 38448 bytes (37.5 <*>) received, lifetime 00:11",35041388,"pos.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1040,07.26 13:47:07,chrome.exe *64,"i9.baidu.com:80 close, 1915 bytes (1.87 <*>) sent, 12764 bytes (12.4 <*>) received, lifetime 00:21",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1041,07.26 13:47:11,chrome.exe *64,"z13.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1042,07.26 13:47:11,chrome.exe *64,eclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,a2dc4284,eclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1043,07.26 13:47:12,chrome.exe *64,"f10.baidu.com:80 close, 6956 bytes (6.79 <*>) sent, 101059 bytes (98.6 <*>) received, lifetime 00:20",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1044,07.26 13:47:16,chrome.exe *64,"suggestion.baidu.com:80 close, 1829 bytes (1.78 <*>) sent, 1039 bytes (1.01 <*>) received, lifetime 00:35",a7876648,"suggestion.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime 00:35 "
1045,07.26 13:47:16,chrome.exe *64,"eclick.baidu.com:80 close, 1037 bytes (1.01 <*>) sent, 311 bytes received, lifetime 00:05",03029dbf,"eclick.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , 311 bytes received , lifetime 00:05 "
1046,07.26 13:47:17,chrome.exe *64,"cm.g.doubleclick.net:443 close, 2197 bytes (2.14 <*>) sent, 1527 bytes (1.49 <*>) received, lifetime 06:13",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1047,07.26 13:47:37,chrome.exe *64,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,11f954f3,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1048,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,18aae990,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1049,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,18aae990,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1050,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1051,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1052,07.26 13:47:38,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,0bc42bfd,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1053,07.26 13:47:38,chrome.exe *64,a.img4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,11db6bb2,a.img4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1054,07.26 13:47:38,chrome.exe *64,w.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,3a6fe011,w.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1055,07.26 13:47:38,chrome.exe *64,www.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1056,07.26 13:47:39,chrome.exe *64,"cpro.baidustatic.com:443 close, 334 bytes sent, 3713 bytes (3.62 <*>) received, lifetime 00:48",e149e80e,"cpro.baidustatic.com:443 close , 334 bytes sent , 3713 bytes ( 3.62 < * > ) received , lifetime <*> "
1057,07.26 13:47:59,chrome.exe *64,"www.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1058,07.26 13:47:59,chrome.exe *64,"cnzz.mmstat.com:80 close, 686 bytes sent, 579 bytes received, lifetime <1 sec",20e5d4f3,"<*> close , <*> bytes sent , <*> bytes received , lifetime < 1 sec "
1059,07.26 13:48:21,chrome.exe *64,hm.baidu.com:80 error : A connection request was canceled before the completion.,5a2f3dff,hm.baidu.com:80 error : A connection request was canceled before the completion . 
1060,07.26 13:48:29,chrome.exe *64,"app.4399.cn:80 close, 1381 bytes (1.34 <*>) sent, 38524 bytes (37.6 <*>) received, lifetime 00:52",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1061,07.26 13:48:30,chrome.exe *64,"www.google.com:443 close, 9034 bytes (8.82 <*>) sent, 3696 bytes (3.60 <*>) received, lifetime 07:26",7066b485,"www.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1062,07.26 13:48:30,chrome.exe *64,"www.youtube.com:443 close, 30789 bytes (30.0 <*>) sent, 164940 bytes (161 <*>) received, lifetime 07:44",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1063,07.26 13:48:51,chrome.exe *64,"www.qulishi.com:80 close, 1581 bytes (1.54 <*>) sent, 79427 bytes (77.5 <*>) received, lifetime 02:01",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1064,07.26 13:48:59,chrome.exe *64,"q7.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 01:00",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1065,07.26 13:49:38,chrome.exe *64,"w.cnzz.com:80 close, 570 bytes sent, 11519 bytes (11.2 <*>) received, lifetime 02:00",de3aea65,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1066,07.26 13:50:06,Dropbox.exe,client-lb.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,f4dfb8e2,client-lb.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1067,07.26 13:50:06,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",b476c2d9,"block.dropbox.com:443 close , 0 bytes sent , 0 bytes received , lifetime < 1 sec "
1068,07.26 13:53:48,WeChat.exe,short.weixin.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,e8dab1c7,short.weixin.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1069,07.26 13:55:07,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:33",ebe23e47,"qbwup.imtt.qq.com:80 close , 494 bytes sent , 208 bytes received , lifetime <*> "
1070,07.26 13:59:44,chrome.exe *64,www.google.com.hk:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,a97001ec,www.google.com.hk:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1071,07.26 14:03:57,chrome.exe *64,"notifications.google.com:443 close, 470 bytes sent, 4856 bytes (4.74 <*>) received, lifetime 04:00",11a9d3ae,"notifications.google.com:443 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1072,07.26 14:04:50,chrome.exe *64,apis.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,70995f43,apis.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1073,07.26 14:05:04,chrome.exe *64,csi.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,08556a86,csi.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1074,07.26 14:05:04,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,c80aa73d,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1075,07.26 14:05:07,Dropbox.exe,block.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,c91842a5,block.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1076,07.26 14:05:23,SogouCloud.exe,"get.sogou.com:80 close, 759 bytes sent, 51462 bytes (50.2 <*>) received, lifetime 00:05",477a4488,"<*> close , <*> bytes sent , <*> bytes <*> <*> < <*> <*> <*> received , lifetime <*> "
1077,07.26 14:05:25,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,0a91cfbd,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1078,07.26 14:05:28,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,0a91cfbd,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1079,07.26 14:07:33,YodaoDict.exe,cidian.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,318f022b,cidian.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1080,07.26 14:08:54,chrome.exe *64,"clientservices.googleapis.com:443 close, 1051 bytes (1.02 <*>) sent, 592 bytes received, lifetime 04:01",bf60edc0,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
1081,07.26 14:10:07,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:32",0e7d1eb0,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*> "
1082,07.26 14:10:59,WeChat.exe,"short.weixin.qq.com:80 close, 425 bytes sent, 161 bytes received, lifetime <1 sec",02b3bdb8,"short.weixin.qq.com:80 close , 425 bytes sent , 161 bytes received , lifetime < 1 sec "
