LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
986,Jul,4,18:34:25,calvisitor-10-105-162-105,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:13,dc6ccaae,<*> <*> changed to <*> 
987,Jul,4,18:34:26,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 42431 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
988,Jul,4,18:34:51,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35181,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,3c3314a6,<*> <*> <*> failed <*> <*> <*> <*> Operation not permitted 
989,Jul,4,18:35:05,calvisitor-10-105-162-105,sharingd,30299,,18:35:05.187 : Scanning mode Contacts Only,91b57c8b,<*> <*> Scanning mode Contacts Only 
990,Jul,4,18:48:22,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",f7ca109a,<*> sync with device <*> Error Domain <*> Code <*> <*> identity not <*> <*> <*> Account identity not <*> 
991,Jul,4,18:48:27,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35188,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,20202d4a,<*> <*> <*> No of <*> <*> 
992,Jul,4,19:02:24,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000320,b5f6193c,<*> <*> <*> <*> 
993,Jul,4,19:15:22,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
994,Jul,4,19:15:22,calvisitor-10-105-162-105,kernel,0,,Previous sleep cause: 5,11988da8,Previous sleep <*> <*> 
995,Jul,4,19:15:41,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35207,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,20202d4a,<*> <*> <*> No of <*> <*> 
996,Jul,4,19:16:35,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712526.783763: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",70556bd7,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
997,Jul,4,19:29:01,calvisitor-10-105-162-105,kernel,0,,ARPT: 712530.297675: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,4020af7f,<*> <*> <*> <*> <*> will stay <*> 
998,Jul,4,19:29:41,calvisitor-10-105-162-105,WindowServer,184,,CGXDisplayDidWakeNotification [712572581805245]: posting kCGSDisplayDidWake,b5f6193c,<*> <*> <*> <*> 
999,Jul,4,19:30:13,calvisitor-10-105-162-105,kernel,0,,ARPT: 712604.204993: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,3908b381,<*> <*> <*> <*> <*> <*> <*> 
1000,Jul,4,19:42:58,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",f7ca109a,<*> sync with device <*> Error Domain <*> Code <*> <*> identity not <*> <*> <*> Account identity not <*> 
1001,Jul,4,19:43:32,calvisitor-10-105-162-105,wirelessproxd,75,,Peripheral manager is not powered on,beaf9119,Peripheral manager is not powered on 
1002,Jul,4,19:43:56,calvisitor-10-105-162-105,kernel,0,,"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1",d08a33ed,Opened file <*> size <*> extents <*> <*> <*> ssd <*> 
1003,Jul,4,19:56:19,calvisitor-10-105-162-105,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),9d2ee03a,<*> <*> <*> Wake <*> <*> <*> 
1004,Jul,4,19:56:41,calvisitor-10-105-162-105,kernel,0,,Sandbox: <*>(35229) deny(1) network-outbound /private/var/run/mDNSResponder,347334c7,<*> <*> <*> <*> <*> 
1005,Jul,4,19:57:00,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1867 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1006,Jul,4,20:09:58,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,ee3e81a2,<*> <*> Thunderbolt HPD packet for route <*> port <*> unplug <*> 
1007,Jul,4,20:10:18,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 36678 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1008,Jul,4,20:24:32,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 215 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1009,Jul,4,20:24:55,calvisitor-10-105-162-105,kernel,0,,Sandbox: <*>(35250) deny(1) network-outbound /private/var/run/mDNSResponder,347334c7,<*> <*> <*> <*> <*> 
1010,Jul,4,20:25:22,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139865 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1011,Jul,4,20:25:23,calvisitor-10-105-162-105,kernel,0,,"IOPMrootDomain: idle cancel, state 1",347334c7,<*> <*> <*> <*> <*> 
1012,Jul,4,20:25:44,calvisitor-10-105-162-105,kernel,0,,ARPT: 712915.870808: wl0: MDNS: IPV4 Addr: <*>,3908b381,<*> <*> <*> <*> <*> <*> <*> 
1013,Jul,4,20:25:46,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712918.575461: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",2b0a014b,<*> <*> <*> <*> <*> <*> Normal <*> <*> <*> <*> <*> 
1014,Jul,4,20:38:11,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us,f7bafb2a,<*> <*> power up complete <*> took <*> us 
1015,Jul,4,20:38:12,calvisitor-10-105-162-105,kernel,0,,ARPT: 712921.782306: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],b5f6193c,<*> <*> <*> <*> 
1016,Jul,4,20:38:12,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139095 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1017,Jul,4,20:38:13,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 35003 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1018,Jul,4,20:38:50,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139057 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1019,Jul,4,20:51:50,calvisitor-10-105-162-105,kernel,0,,Wake reason: RTC (Alarm),a31ed83d,Wake <*> <*> <*> 
1020,Jul,4,20:51:50,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a0e45ae0,<*> <*> complete <*> took <*> milliseconds 
1021,Jul,4,20:51:50,calvisitor-10-105-162-105,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-05 03:51:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),7c90690a,<*> <*> <*> <*> <*> <*> opts <*> when <*> <*> <*> confidence <*> from <*> <*> <*> 
1022,Jul,4,20:51:50,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712997.981881: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",2b0a014b,<*> <*> <*> <*> <*> <*> Normal <*> <*> <*> <*> <*> 
1023,Jul,4,20:52:10,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
1024,Jul,4,20:54:03,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,a0e45ae0,<*> <*> complete <*> took <*> milliseconds 
1025,Jul,4,20:54:03,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
1026,Jul,4,20:54:03,calvisitor-10-105-162-105,sharingd,30299,,20:54:03.455 : BTLE scanner Powered On,319d6a9d,<*> <*> <*> scanner Powered On 
1027,Jul,4,20:54:03,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 138144 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1028,Jul,4,20:54:04,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc22491 <*>:8080,70556bd7,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1029,Jul,4,20:54:25,calvisitor-10-105-162-105,kernel,0,,Sandbox: <*>(35286) deny(1) network-outbound /private/var/run/mDNSResponder,347334c7,<*> <*> <*> <*> <*> 
1030,Jul,4,21:06:47,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 132 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1031,Jul,4,21:07:16,calvisitor-10-105-162-105,sharingd,30299,,21:07:16.729 : Scanning mode Contacts Only,91b57c8b,<*> <*> Scanning mode Contacts Only 
1032,Jul,4,21:23:17,calvisitor-10-105-162-105,wirelessproxd,75,,Peripheral manager is not powered on,beaf9119,Peripheral manager is not powered on 
1033,Jul,4,21:35:17,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 135670 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1034,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,ARPT: 713439.104232: AirPort_Brcm43xx::powerChange: System Sleep,3f20791b,<*> <*> <*> System Sleep 
1035,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,"ARPT: 713439.104255: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",2b0a014b,<*> <*> <*> <*> <*> <*> Normal <*> <*> <*> <*> <*> 
1036,Jul,4,21:49:26,calvisitor-10-105-162-105,kernel,0,,ARPT: 713493.575563: wl0: setup_keepalive: Remote IP: <*>,9f5c91e6,<*> <*> <*> <*> Remote <*> <*> 
1037,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1843 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1038,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,84fe619a,Thermal pressure <*> <*> Memory pressure <*> <*> 
1039,Jul,4,22:15:48,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
1040,Jul,4,22:29:25,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,b5f6193c,<*> <*> <*> <*> 
1041,Jul,4,22:29:26,calvisitor-10-105-162-105,sharingd,30299,,22:29:26.099 : BTLE scanner Powered On,319d6a9d,<*> <*> <*> scanner Powered On 
1042,Jul,4,22:43:02,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a0e45ae0,<*> <*> complete <*> took <*> milliseconds 
1043,Jul,4,22:56:50,calvisitor-10-105-162-105,com.apple.cts,258,,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 978 seconds.  Ignoring.",e59097b4,<*> <*> told me to run this <*> <*> but the start time isn't for <*> <*> <*> 
1044,Jul,4,22:57:00,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35374,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,20202d4a,<*> <*> <*> No of <*> <*> 
1045,Jul,4,22:57:01,calvisitor-10-105-162-105,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 1",1f3a124c,<*> <*> <*> <*> <*> <*> <*> <*> <*> 
1046,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,9a5c2fed,<*> <*> retries <*> 
1047,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,ee3e81a2,<*> <*> Thunderbolt HPD packet for route <*> port <*> unplug <*> 
1048,Jul,4,23:10:28,calvisitor-10-105-162-105,CalendarAgent,279,,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],c4f65807,<*> <*> to parse response to <*> because of <*> <*> <*> <*> 
1049,Jul,4,23:10:29,calvisitor-10-105-162-105,kernel,0,,"PM response took 113 ms (24144, WeChat)",5feff63a,PM response took <*> ms <*> <*> 
1050,Jul,4,23:10:31,calvisitor-10-105-162-105,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]",96b0e336,<*> <*> <*> <*> <*> <*> shield <*> <*> <*> 
1051,Jul,4,23:10:40,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35382,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,3c3314a6,<*> <*> <*> failed <*> <*> <*> <*> Operation not permitted 
1052,Jul,4,23:13:35,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35394,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,3c3314a6,<*> <*> <*> failed <*> <*> <*> <*> Operation not permitted 
1053,Jul,4,23:14:37,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35400,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>",60b3beaf,Path not allowed in target <*> type <*> path <*> error <*> The specified service did not ship in the requestor's <*> origin <*> 
1054,Jul,4,23:16:14,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35412,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>",60b3beaf,Path not allowed in target <*> type <*> path <*> error <*> The specified service did not ship in the requestor's <*> origin <*> 
1055,Jul,4,23:17:17,calvisitor-10-105-162-105,Safari,9852,,KeychainGetICDPStatus: status: off,62a644ff,<*> <*> off 
1056,Jul,4,23:20:18,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353517] dealloc,b5f8f0ab,<*> <*> 
1057,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00660011': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1058,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0067000f': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1059,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00670033': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1060,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03600009': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1061,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0360001f': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1062,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03f20026': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1063,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x009a0005': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1064,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00990013': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1065,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00690003': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1066,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a0061': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1067,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00a6': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1068,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00a7': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1069,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00b2': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1070,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006d0002': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1071,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00b20001': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1072,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03ef000d': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1073,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00b8fffe': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1074,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bb0001': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1075,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bc0007': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1076,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c1000a': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1077,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c40027': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1078,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c5000c': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1079,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00e80002': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1080,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03eb0001': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1081,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006f0001': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1082,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00730020': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1083,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007c000c': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1084,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007c0018': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1085,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007d000e': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1086,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b036a': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1087,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b6fb5': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1088,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b0360': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1089,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008bdeaa': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1090,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008bdeb0': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1091,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x01f60001': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1092,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x01f90004': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1093,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02080000': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1094,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02100004': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1095,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120000': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1096,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120002': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1097,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023b0003': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1098,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023d0001': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1099,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02410003': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1100,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420002': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1101,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420006': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1102,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470032': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1103,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470045': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1104,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0247ffe9': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1105,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0249002a': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1106,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x024a00b2': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1107,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x025c0009': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1108,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0261fffd': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
1109,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02640011': four character codes must be four characters long.,1c9767ed,Cocoa scripting error for <*> four character codes must be four characters <*> 
