LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
1040,03-17,16:15:22.122,1702,10454,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1041,03-17,16:15:22.136,1702,3693,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1042,03-17,16:15:22.149,1702,1736,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1043,03-17,16:15:22.152,1702,27353,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1044,03-17,16:15:22.154,1702,2113,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1045,03-17,16:15:22.176,1702,3693,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1046,03-17,16:15:22.259,1702,8289,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1047,03-17,16:15:22.425,1702,3137,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1048,03-17,16:15:22.517,1702,17630,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1049,03-17,16:15:23.375,1702,3694,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1050,03-17,16:15:24.642,1702,27353,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1051,03-17,16:15:24.872,1702,1820,I,DisplayPowerController,HBM brightnessIn =<*>,51904032,HBM <*> <*> 
1052,03-17,16:15:24.873,1702,1820,I,DisplayPowerController,HBM brightnessOut =<*>,51904032,HBM <*> <*> 
1053,03-17,16:15:24.873,1702,1820,D,DisplayPowerController,"Animating brightness: target=<*>, rate=<*>",63e01e22,Animating <*> target <*> rate <*> 
1054,03-17,16:15:25.011,1702,2556,W,ActivityManager,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1055,03-17,16:15:25.015,1702,17622,W,ActivityManager,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1056,03-17,16:15:25.020,1702,14640,W,ActivityManager,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1057,03-17,16:15:25.046,1702,17621,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1058,03-17,16:15:25.163,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
1059,03-17,16:15:25.164,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1060,03-17,16:15:25.167,2227,2227,I,PhoneStatusBar,suspendAutohide,9e08cdfc,<*> 
1061,03-17,16:15:25.170,1702,14638,D,WindowManager,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,2ea3632b,<*> <*> <*> interactive true <*> false <*> <*> down true canceled false 
1062,03-17,16:15:25.170,1702,14638,D,WindowManager,"interceptKeyBeforeQueueing: key <*> , result : <*>",20fe7fe6,<*> key <*> <*> result <*> <*> 
1063,03-17,16:15:25.171,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
1064,03-17,16:15:25.171,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1065,03-17,16:15:25.196,1702,3693,I,WindowManager,Destroying surface Surface(name=PopupWindow:<*>) called by com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> com.android.server.wm.WindowState.removeLocked:<*> com.android.server.wm.WindowManagerService.removeWindowInnerLocked:<*> com.android.server.wm.WindowManagerService.removeWindowInnerLocked:<*> com.android.server.wm.WindowManagerService.removeWindowLocked:<*> com.android.server.wm.WindowManagerService.removeWindowLocked:<*> com.android.server.wm.WindowManagerService.removeWindow:<*>,42f965f0,Destroying surface <*> <*> called by <*> <*> <*> <*> <*> <*> <*> <*> 
1066,03-17,16:15:25.201,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1067,03-17,16:15:25.201,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1068,03-17,16:15:25.262,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,9e08cdfc,<*> 
1069,03-17,16:15:25.265,1702,2107,D,WindowManager,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false,0b390c91,<*> <*> <*> interactive true <*> false <*> <*> down false canceled false 
1070,03-17,16:15:25.265,1702,2107,D,WindowManager,"interceptKeyBeforeQueueing: key <*> , result : <*>",20fe7fe6,<*> key <*> <*> result <*> <*> 
1071,03-17,16:15:25.266,2227,2318,V,AudioManager,querySoundEffectsEnabled...,9e08cdfc,<*> 
1072,03-17,16:15:25.307,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1073,03-17,16:15:25.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1074,03-17,16:15:25.330,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1075,03-17,16:15:25.331,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1076,03-17,16:15:25.336,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1077,03-17,16:15:25.336,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1078,03-17,16:15:25.443,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1079,03-17,16:15:25.443,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1080,03-17,16:15:25.448,1702,1815,I,WindowManager,Destroying surface Surface(name=InputMethod) called by com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> com.android.server.wm.WindowState.destroyOrSaveSurface:<*> com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:<*> com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:<*> com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:<*> com.android.server.wm.WindowManagerService$H.handleMessage:<*> android.os.Handler.dispatchMessage:<*>,42f965f0,Destroying surface <*> <*> called by <*> <*> <*> <*> <*> <*> <*> <*> 
1081,03-17,16:15:25.479,2227,2227,I,PhoneStatusBar,suspendAutohide,9e08cdfc,<*> 
1082,03-17,16:15:25.482,1702,27353,D,WindowManager,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,2ea3632b,<*> <*> <*> interactive true <*> false <*> <*> down true canceled false 
1083,03-17,16:15:25.482,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key <*> , result : <*>",20fe7fe6,<*> key <*> <*> result <*> <*> 
1084,03-17,16:15:25.531,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1085,03-17,16:15:25.531,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1086,03-17,16:15:25.547,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,9e08cdfc,<*> 
1087,03-17,16:15:25.549,1702,27357,D,WindowManager,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false,0b390c91,<*> <*> <*> interactive true <*> false <*> <*> down false canceled false 
1088,03-17,16:15:25.549,1702,27357,D,WindowManager,"interceptKeyBeforeQueueing: key <*> , result : <*>",20fe7fe6,<*> key <*> <*> result <*> <*> 
1089,03-17,16:15:25.550,2227,2318,V,AudioManager,querySoundEffectsEnabled...,9e08cdfc,<*> 
1090,03-17,16:15:25.821,23650,23689,V,AudioManager,isMusicActive...,9e08cdfc,<*> 
1091,03-17,16:15:26.148,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
1092,03-17,16:15:26.149,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1093,03-17,16:15:26.149,2227,2227,I,PhoneStatusBar,suspendAutohide,9e08cdfc,<*> 
1094,03-17,16:15:26.153,1702,27353,D,WindowManager,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,2ea3632b,<*> <*> <*> interactive true <*> false <*> <*> down true canceled false 
1095,03-17,16:15:26.153,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key <*> , result : <*>",20fe7fe6,<*> key <*> <*> result <*> <*> 
1096,03-17,16:15:26.153,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
1097,03-17,16:15:26.154,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1098,03-17,16:15:26.248,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,9e08cdfc,<*> 
1099,03-17,16:15:26.250,1702,2639,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
1100,03-17,16:15:26.250,1702,2639,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1101,03-17,16:15:26.252,1702,2618,D,WindowManager,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false,0b390c91,<*> <*> <*> interactive true <*> false <*> <*> down false canceled false 
1102,03-17,16:15:26.252,1702,2618,D,WindowManager,"interceptKeyBeforeQueueing: key <*> , result : <*>",20fe7fe6,<*> key <*> <*> result <*> <*> 
1103,03-17,16:15:26.253,2227,2318,V,AudioManager,querySoundEffectsEnabled...,9e08cdfc,<*> 
1104,03-17,16:15:26.272,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",67ce1993,<*> <*> <*> event <*> flags <*> uid <*> 
1105,03-17,16:15:26.273,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1106,03-17,16:15:26.277,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=<*>, force=false, delayed=false, mExpandedVisible=false",5f4ad19b,<*> <*> force <*> delayed <*> <*> false 
1107,03-17,16:15:26.277,2227,2227,I,PanelView,closeQs,9e08cdfc,<*> 
1108,03-17,16:15:26.278,2227,2227,I,PanelView,cancelPeek: false,87536ff2,<*> false 
1109,03-17,16:15:26.278,2227,2227,I,PanelView,instantCollapse,9e08cdfc,<*> 
1110,03-17,16:15:26.278,2227,2227,I,PanelView,cancelPeek: false,87536ff2,<*> false 
1111,03-17,16:15:26.295,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1112,03-17,16:15:26.296,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1113,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"acquire lock=<*>, flags=<*>, tag=""*launch*"", name=android, ws=WorkSource{<*>}, uid=<*>, pid=<*>",b774c78c,acquire lock <*> flags <*> tag <*> name <*> ws <*> uid <*> pid <*> 
1114,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1115,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",e87e3e25,Acquiring suspend blocker <*> 
1116,03-17,16:15:26.304,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1117,03-17,16:15:26.304,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1118,03-17,16:15:26.317,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1119,03-17,16:15:26.317,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1120,03-17,16:15:26.328,2227,2227,V,PhoneStatusBar,setLightsOn(true),9e08cdfc,<*> 
1121,03-17,16:15:26.328,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1122,03-17,16:15:26.375,1702,1820,I,DisplayPowerController,HBM brightnessIn =<*>,51904032,HBM <*> <*> 
1123,03-17,16:15:26.375,1702,1820,I,DisplayPowerController,HBM brightnessOut =<*>,51904032,HBM <*> <*> 
1124,03-17,16:15:26.375,1702,1820,D,DisplayPowerController,"Animating brightness: target=<*>, rate=<*>",63e01e22,Animating <*> target <*> rate <*> 
1125,03-17,16:15:26.376,1702,14640,I,WindowManager,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[false], rot:[<*>]",fdbc45d2,Taking screenshot from Surface with <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1126,03-17,16:15:26.462,1702,8303,I,WindowManager,The change in focus caused us to need to do a layout begin,a784cefe,The change in focus caused us to need to do a layout begin 
1127,03-17,16:15:26.462,1702,8303,I,WindowManager,The change in focus caused us to need to do a layout end,46a31510,The change in focus caused us to need to do a layout end 
1128,03-17,16:15:26.466,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1129,03-17,16:15:26.467,2227,2227,I,PhoneStatusBar,cancelAutohide,9e08cdfc,<*> 
1130,03-17,16:15:26.467,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",b5f6193c,<*> <*> <*> <*> 
1131,03-17,16:15:26.475,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",68842378,<*> <*> <*> <*> Translation <*> 
1132,03-17,16:15:26.475,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,b5f8f0ab,<*> <*> 
1133,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=com.android.systemui/.recents.RecentsActivity bnds=[<*>,<*>][<*>,<*>] }",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1134,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=<*> cmp=com.android.incallui/.InCallActivity (has extras) }",df836ded,<*> <*> <*> <*> <*> act <*> <*> <*> <*> <*> <*> <*> <*> 
1135,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1136,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1137,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=<*> cmp=com.android.contacts/.ChooseSubActivity (has extras) }",bb90447b,<*> <*> <*> <*> <*> act <*> dat <*> <*> <*> <*> <*> <*> <*> <*> 
1138,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/<*>/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=<*> cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",57e5d45c,<*> <*> <*> <*> <*> act <*> dat <*> typ <*> <*> <*> <*> <*> <*> <*> <*> 
1139,03-17,16:15:26.530,1702,2639,D,ActivityManager,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",4518c80c,<*> num <*> <*> <*> 
1140,03-17,16:15:26.531,1702,2639,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},e0afaf2b,<*> <*> <*> 
1141,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=com.android.systemui/.recents.RecentsActivity bnds=[<*>,<*>][<*>,<*>] }",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1142,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=<*> cmp=com.android.incallui/.InCallActivity (has extras) }",df836ded,<*> <*> <*> <*> <*> act <*> <*> <*> <*> <*> <*> <*> <*> 
1143,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",e39149bc,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1144,03-17,16:15:26.542,1702,17630,D,ActivityManager,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",4518c80c,<*> num <*> <*> <*> 
1145,03-17,16:15:26.542,1702,17630,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},e0afaf2b,<*> <*> <*> 
1146,03-17,16:15:26.577,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",6e501209,<*> vis <*> mask <*> <*> <*> <*> <*> diff <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1147,03-17,16:15:26.577,2227,2227,I,PhoneStatusBar,cancelAutohide,9e08cdfc,<*> 
1148,03-17,16:15:26.577,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",b5f6193c,<*> <*> <*> <*> 
1149,03-17,16:15:26.618,1702,17630,D,PowerManagerService,"release:lock=<*>, flg=<*>, tag=""*launch*"", name=android"", ws=WorkSource{<*>}, uid=<*>, pid=<*>",c6945d16,<*> <*> <*> <*> tag <*> name <*> ws <*> uid <*> pid <*> 
1150,03-17,16:15:26.619,1702,17630,D,PowerManagerService,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",6e9a7275,ready <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 
1151,03-17,16:15:26.619,1702,17630,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",958d708a,Releasing suspend blocker <*> 
1152,03-17,16:15:26.698,2626,3848,W,PhoneInterfaceManager,shouldBlockLocation running ...,f40c901d,<*> running <*> 
1153,03-17,16:15:26.698,2626,3848,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,b5f8f0ab,<*> <*> 
1154,03-17,16:15:26.746,1702,17632,W,ActivityManager,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1155,03-17,16:15:26.888,1702,1737,W,ActivityManager,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1156,03-17,16:15:26.889,1702,2644,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = <*>",b5f8f0ab,<*> <*> 
1157,03-17,16:15:26.900,1702,14638,W,ActivityManager,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,27f087f4,<*> caller <*> does not hold <*> limiting output 
1158,03-17,16:15:26.920,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,f40c901d,<*> running <*> 
1159,03-17,16:15:26.920,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,b5f8f0ab,<*> <*> 
