LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
1052,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000161_1156: Committed,4c0a756a,<*> Committed 
1053,17/06/09,20:10:58,INFO,executor.Executor,Finished task 162.0 in stage 24.0 (TID 1157). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1054,17/06/09,20:10:58,INFO,executor.Executor,Finished task 161.0 in stage 24.0 (TID 1156). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1055,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1166,12fd741a,Got assigned task <*> 
1056,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1180,12fd741a,Got assigned task <*> 
1057,17/06/09,20:10:58,INFO,executor.Executor,Running task 0.0 in stage 25.0 (TID 1166),21b970a3,Running task <*> in stage <*> <*> <*> 
1058,17/06/09,20:10:58,INFO,executor.Executor,Running task 1.0 in stage 25.0 (TID 1180),21b970a3,Running task <*> in stage <*> <*> <*> 
1059,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1194,12fd741a,Got assigned task <*> 
1060,17/06/09,20:10:58,INFO,executor.Executor,Running task 2.0 in stage 25.0 (TID 1194),21b970a3,Running task <*> in stage <*> <*> <*> 
1061,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1198,12fd741a,Got assigned task <*> 
1062,17/06/09,20:10:58,INFO,executor.Executor,Running task 3.0 in stage 25.0 (TID 1198),21b970a3,Running task <*> in stage <*> <*> <*> 
1063,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1199,12fd741a,Got assigned task <*> 
1064,17/06/09,20:10:58,INFO,executor.Executor,Running task 4.0 in stage 25.0 (TID 1199),21b970a3,Running task <*> in stage <*> <*> <*> 
1065,17/06/09,20:10:58,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 34,b3dbffba,Started reading broadcast variable <*> 
1066,17/06/09,20:10:58,INFO,storage.MemoryStore,"Block broadcast_34_piece0 stored as bytes in memory (estimated size 28.8 KB, free 515.7 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1067,17/06/09,20:10:58,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 34 took 9 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
1068,17/06/09,20:10:58,INFO,storage.MemoryStore,"Block broadcast_34 stored as values in memory (estimated size 77.4 KB, free 593.1 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
1069,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_4 locally,2b0c5524,Found block <*> locally 
1070,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_3 locally,2b0c5524,Found block <*> locally 
1071,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_2 locally,2b0c5524,Found block <*> locally 
1072,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_1 locally,2b0c5524,Found block <*> locally 
1073,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_0 locally,2b0c5524,Found block <*> locally 
1074,17/06/09,20:10:59,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,dd093e24,File Output Committer Algorithm version is <*> 
1075,17/06/09,20:10:59,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,dd093e24,File Output Committer Algorithm version is <*> 
1076,17/06/09,20:10:59,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,dd093e24,File Output Committer Algorithm version is <*> 
1077,17/06/09,20:10:59,INFO,python.PythonRunner,"Times: total = 38, boot = -727, init = 765, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1078,17/06/09,20:10:59,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,dd093e24,File Output Committer Algorithm version is <*> 
1079,17/06/09,20:10:59,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,dd093e24,File Output Committer Algorithm version is <*> 
1080,17/06/09,20:10:59,INFO,python.PythonRunner,"Times: total = 41, boot = -707, init = 748, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1081,17/06/09,20:10:59,INFO,python.PythonRunner,"Times: total = 39, boot = -700, init = 739, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1082,17/06/09,20:10:59,INFO,python.PythonRunner,"Times: total = 39, boot = -690, init = 729, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1083,17/06/09,20:10:59,INFO,python.PythonRunner,"Times: total = 41, boot = -699, init = 740, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1084,17/06/09,20:10:59,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0025_m_000004_1199' to hdfs://<*>:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000004,0ca0d2ad,Saved output of task <*> to <*> 
1085,17/06/09,20:10:59,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0025_m_000004_1199: Committed,4c0a756a,<*> Committed 
1086,17/06/09,20:10:59,INFO,executor.Executor,Finished task 4.0 in stage 25.0 (TID 1199). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1087,17/06/09,20:10:59,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://<*>:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003,0ca0d2ad,Saved output of task <*> to <*> 
1088,17/06/09,20:10:59,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0025_m_000003_1198: Committed,4c0a756a,<*> Committed 
1089,17/06/09,20:10:59,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0025_m_000000_1166' to hdfs://<*>:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000,0ca0d2ad,Saved output of task <*> to <*> 
1090,17/06/09,20:10:59,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0025_m_000000_1166: Committed,4c0a756a,<*> Committed 
1091,17/06/09,20:10:59,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0025_m_000002_1194' to hdfs://<*>:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002,0ca0d2ad,Saved output of task <*> to <*> 
1092,17/06/09,20:10:59,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0025_m_000001_1180' to hdfs://<*>:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001,0ca0d2ad,Saved output of task <*> to <*> 
1093,17/06/09,20:10:59,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0025_m_000002_1194: Committed,4c0a756a,<*> Committed 
1094,17/06/09,20:10:59,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0025_m_000001_1180: Committed,4c0a756a,<*> Committed 
1095,17/06/09,20:10:59,INFO,executor.Executor,Finished task 3.0 in stage 25.0 (TID 1198). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1096,17/06/09,20:10:59,INFO,executor.Executor,Finished task 0.0 in stage 25.0 (TID 1166). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1097,17/06/09,20:10:59,INFO,executor.Executor,Finished task 2.0 in stage 25.0 (TID 1194). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1098,17/06/09,20:10:59,INFO,executor.Executor,Finished task 1.0 in stage 25.0 (TID 1180). 2364 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1099,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1200,12fd741a,Got assigned task <*> 
1100,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1201,12fd741a,Got assigned task <*> 
1101,17/06/09,20:11:07,INFO,executor.Executor,Running task 0.0 in stage 26.0 (TID 1200),21b970a3,Running task <*> in stage <*> <*> <*> 
1102,17/06/09,20:11:07,INFO,executor.Executor,Running task 1.0 in stage 26.0 (TID 1201),21b970a3,Running task <*> in stage <*> <*> <*> 
1103,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1202,12fd741a,Got assigned task <*> 
1104,17/06/09,20:11:07,INFO,executor.Executor,Running task 2.0 in stage 26.0 (TID 1202),21b970a3,Running task <*> in stage <*> <*> <*> 
1105,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1203,12fd741a,Got assigned task <*> 
1106,17/06/09,20:11:07,INFO,executor.Executor,Running task 3.0 in stage 26.0 (TID 1203),21b970a3,Running task <*> in stage <*> <*> <*> 
1107,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1204,12fd741a,Got assigned task <*> 
1108,17/06/09,20:11:07,INFO,executor.Executor,Running task 4.0 in stage 26.0 (TID 1204),21b970a3,Running task <*> in stage <*> <*> <*> 
1109,17/06/09,20:11:07,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 37,b3dbffba,Started reading broadcast variable <*> 
1110,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block broadcast_37_piece0 stored as bytes in memory (estimated size 5.2 KB, free 569.5 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1111,17/06/09,20:11:07,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 37 took 14 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
1112,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block broadcast_37 stored as values in memory (estimated size 8.8 KB, free 500.9 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
1113,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_0 not found, computing it",e0243440,Partition <*> not <*> computing it 
1114,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:0+7292,ff9d7748,Input <*> <*> 
1115,17/06/09,20:11:07,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 36,b3dbffba,Started reading broadcast variable <*> 
1116,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_4 not found, computing it",e0243440,Partition <*> not <*> computing it 
1117,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:29168+7292,ff9d7748,Input <*> <*> 
1118,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_3 not found, computing it",e0243440,Partition <*> not <*> computing it 
1119,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:21876+7292,ff9d7748,Input <*> <*> 
1120,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_2 not found, computing it",e0243440,Partition <*> not <*> computing it 
1121,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:14584+7292,ff9d7748,Input <*> <*> 
1122,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_1 not found, computing it",e0243440,Partition <*> not <*> computing it 
1123,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:7292+7292,ff9d7748,Input <*> <*> 
1124,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block broadcast_36_piece0 stored as bytes in memory (estimated size 21.4 KB, free 522.3 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1125,17/06/09,20:11:07,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 36 took 11 ms,1a372bdf,Reading broadcast variable <*> took <*> ms 
1126,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block broadcast_36 stored as values in memory (estimated size 281.6 KB, free 803.9 KB)",e2f64f99,Block <*> stored as values in memory <*> size <*> <*> free <*> <*> 
1127,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 47, boot = -8758, init = 8800, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1128,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block rdd_42_0 stored as bytes in memory (estimated size 913.0 B, free 804.8 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1129,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 55, boot = -8764, init = 8814, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1130,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 55, boot = -8768, init = 8818, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1131,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 59, boot = -8772, init = 8826, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1132,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 60, boot = -8772, init = 8827, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1133,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block rdd_42_4 stored as bytes in memory (estimated size 890.0 B, free 805.7 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1134,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block rdd_42_2 stored as bytes in memory (estimated size 850.0 B, free 806.5 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1135,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block rdd_42_1 stored as bytes in memory (estimated size 935.0 B, free 807.4 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1136,17/06/09,20:11:07,INFO,storage.MemoryStore,"Block rdd_42_3 stored as bytes in memory (estimated size 930.0 B, free 808.4 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1137,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 42, boot = 25, init = 16, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
1138,17/06/09,20:11:07,INFO,executor.Executor,Finished task 0.0 in stage 26.0 (TID 1200). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1139,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1205,12fd741a,Got assigned task <*> 
1140,17/06/09,20:11:07,INFO,executor.Executor,Running task 5.0 in stage 26.0 (TID 1205),21b970a3,Running task <*> in stage <*> <*> <*> 
1141,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 41, boot = 21, init = 20, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1142,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 41, boot = 20, init = 20, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
1143,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_5 not found, computing it",e0243440,Partition <*> not <*> computing it 
1144,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:36460+7292,ff9d7748,Input <*> <*> 
1145,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 42, boot = 23, init = 19, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1146,17/06/09,20:11:07,INFO,python.PythonRunner,"Times: total = 42, boot = 20, init = 21, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
1147,17/06/09,20:11:07,INFO,executor.Executor,Finished task 4.0 in stage 26.0 (TID 1204). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1148,17/06/09,20:11:07,INFO,executor.Executor,Finished task 2.0 in stage 26.0 (TID 1202). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1149,17/06/09,20:11:07,INFO,executor.Executor,Finished task 1.0 in stage 26.0 (TID 1201). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1150,17/06/09,20:11:07,INFO,executor.Executor,Finished task 3.0 in stage 26.0 (TID 1203). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1151,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1206,12fd741a,Got assigned task <*> 
1152,17/06/09,20:11:07,INFO,executor.Executor,Running task 6.0 in stage 26.0 (TID 1206),21b970a3,Running task <*> in stage <*> <*> <*> 
1153,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1207,12fd741a,Got assigned task <*> 
1154,17/06/09,20:11:07,INFO,executor.Executor,Running task 7.0 in stage 26.0 (TID 1207),21b970a3,Running task <*> in stage <*> <*> <*> 
1155,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1208,12fd741a,Got assigned task <*> 
1156,17/06/09,20:11:07,INFO,executor.Executor,Running task 8.0 in stage 26.0 (TID 1208),21b970a3,Running task <*> in stage <*> <*> <*> 
1157,17/06/09,20:11:07,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1209,12fd741a,Got assigned task <*> 
1158,17/06/09,20:11:07,INFO,executor.Executor,Running task 9.0 in stage 26.0 (TID 1209),21b970a3,Running task <*> in stage <*> <*> <*> 
1159,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_6 not found, computing it",e0243440,Partition <*> not <*> computing it 
1160,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:43752+7292,ff9d7748,Input <*> <*> 
1161,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_7 not found, computing it",e0243440,Partition <*> not <*> computing it 
1162,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:51044+7292,ff9d7748,Input <*> <*> 
1163,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_8 not found, computing it",e0243440,Partition <*> not <*> computing it 
1164,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:58336+7292,ff9d7748,Input <*> <*> 
1165,17/06/09,20:11:07,INFO,spark.CacheManager,"Partition rdd_42_9 not found, computing it",e0243440,Partition <*> not <*> computing it 
1166,17/06/09,20:11:07,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:65628+7292,ff9d7748,Input <*> <*> 
1167,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 54, boot = 21, init = 28, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1168,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_5 stored as bytes in memory (estimated size 930.0 B, free 809.3 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1169,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 57, boot = 11, init = 41, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1170,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 53, boot = 7, init = 41, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1171,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 58, boot = 7, init = 46, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1172,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_6 stored as bytes in memory (estimated size 559.0 B, free 809.8 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1173,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_9 stored as bytes in memory (estimated size 950.0 B, free 810.7 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1174,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 65, boot = 10, init = 45, finish = 10",da937413,<*> total <*> boot <*> init <*> finish <*> 
1175,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_8 stored as bytes in memory (estimated size 869.0 B, free 811.6 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1176,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_7 stored as bytes in memory (estimated size 640.0 B, free 812.2 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1177,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 45, boot = 19, init = 26, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1178,17/06/09,20:11:08,INFO,executor.Executor,Finished task 5.0 in stage 26.0 (TID 1205). 2705 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1179,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1210,12fd741a,Got assigned task <*> 
1180,17/06/09,20:11:08,INFO,executor.Executor,Running task 10.0 in stage 26.0 (TID 1210),21b970a3,Running task <*> in stage <*> <*> <*> 
1181,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_10 not found, computing it",e0243440,Partition <*> not <*> computing it 
1182,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:72920+7292,ff9d7748,Input <*> <*> 
1183,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 41, boot = 24, init = 17, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1184,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 38, boot = 18, init = 20, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1185,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 39, boot = 18, init = 21, finish = 0",da937413,<*> total <*> boot <*> init <*> finish <*> 
1186,17/06/09,20:11:08,INFO,executor.Executor,Finished task 6.0 in stage 26.0 (TID 1206). 2697 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1187,17/06/09,20:11:08,INFO,executor.Executor,Finished task 9.0 in stage 26.0 (TID 1209). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1188,17/06/09,20:11:08,INFO,executor.Executor,Finished task 8.0 in stage 26.0 (TID 1208). 2703 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1189,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 42, boot = 22, init = 19, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
1190,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1211,12fd741a,Got assigned task <*> 
1191,17/06/09,20:11:08,INFO,executor.Executor,Running task 11.0 in stage 26.0 (TID 1211),21b970a3,Running task <*> in stage <*> <*> <*> 
1192,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1212,12fd741a,Got assigned task <*> 
1193,17/06/09,20:11:08,INFO,executor.Executor,Running task 12.0 in stage 26.0 (TID 1212),21b970a3,Running task <*> in stage <*> <*> <*> 
1194,17/06/09,20:11:08,INFO,executor.Executor,Finished task 7.0 in stage 26.0 (TID 1207). 2699 bytes result sent to driver,e00d2269,Finished task <*> in stage <*> <*> <*> <*> bytes result sent to driver 
1195,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1213,12fd741a,Got assigned task <*> 
1196,17/06/09,20:11:08,INFO,executor.Executor,Running task 13.0 in stage 26.0 (TID 1213),21b970a3,Running task <*> in stage <*> <*> <*> 
1197,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_11 not found, computing it",e0243440,Partition <*> not <*> computing it 
1198,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:80212+7292,ff9d7748,Input <*> <*> 
1199,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1214,12fd741a,Got assigned task <*> 
1200,17/06/09,20:11:08,INFO,executor.Executor,Running task 14.0 in stage 26.0 (TID 1214),21b970a3,Running task <*> in stage <*> <*> <*> 
1201,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_12 not found, computing it",e0243440,Partition <*> not <*> computing it 
1202,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:87504+7292,ff9d7748,Input <*> <*> 
1203,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_13 not found, computing it",e0243440,Partition <*> not <*> computing it 
1204,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:94796+7292,ff9d7748,Input <*> <*> 
1205,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_14 not found, computing it",e0243440,Partition <*> not <*> computing it 
1206,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://<*>:9000/pjhe/logs/2kSOSP.log:102088+7292,ff9d7748,Input <*> <*> 
1207,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 48, boot = 8, init = 35, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1208,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_10 stored as bytes in memory (estimated size 948.0 B, free 813.1 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1209,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 48, boot = 10, init = 33, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1210,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_11 stored as bytes in memory (estimated size 920.0 B, free 814.0 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1211,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 51, boot = 3, init = 43, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1212,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_13 stored as bytes in memory (estimated size 912.0 B, free 814.9 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1213,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 56, boot = 10, init = 40, finish = 6",da937413,<*> total <*> boot <*> init <*> finish <*> 
1214,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 58, boot = 13, init = 40, finish = 5",da937413,<*> total <*> boot <*> init <*> finish <*> 
1215,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_12 stored as bytes in memory (estimated size 852.0 B, free 815.8 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1216,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_14 stored as bytes in memory (estimated size 834.0 B, free 816.6 KB)",40702cc8,Block <*> stored as bytes in memory <*> size <*> <*> free <*> <*> 
1217,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 42, boot = 17, init = 24, finish = 1",da937413,<*> total <*> boot <*> init <*> finish <*> 
