Token,Cluster,Frequence,Type
:,64,28,STATIC
keychain,64,14,STATIC
-25300,64,14,STATIC
host,21,1,VARIABLE
connection,21,6,STATIC
<,21,5,STATIC
NSXPCConnection,21,3,STATIC
:,21,16,STATIC
0x7fddbbb015c0,21,1,VARIABLE
>,21,5,STATIC
from,21,3,STATIC
pid,21,3,STATIC
30298,21,1,VARIABLE
invalidated,21,1,VARIABLE
Error,174,2,VARIABLE
in,174,2,VARIABLE
CoreDragRemoveReceiveHandler,174,1,VARIABLE
-1856,174,2,VARIABLE
ARPT,41,4,STATIC
661549.802297,41,1,VARIABLE
wl0,41,4,STATIC
leaveModulePoweredForOffloads,41,4,STATIC
Wi-Fi,41,4,STATIC
will,41,4,STATIC
stay,41,4,STATIC
on,41,4,STATIC
.,41,7,STATIC
ARPT,54,10,STATIC
:,54,46,STATIC
661552.832561,54,1,VARIABLE
IOPMPowerSource,54,3,VARIABLE
Information,54,3,VARIABLE
onWake,54,3,VARIABLE
",",54,18,STATIC
SleepType,54,3,VARIABLE
Normal,54,3,VARIABLE
Sleep,54,7,STATIC
'ExternalConnected,54,3,VARIABLE
',54,6,STATIC
Yes,54,3,VARIABLE
'TimeRemaining,54,3,VARIABLE
0,54,3,VARIABLE
<,154,8,STATIC
*,154,5,STATIC
>,154,8,STATIC
scheduler_evaluate_activity,154,3,STATIC
told,154,3,STATIC
me,154,3,STATIC
to,154,4,STATIC
run,154,3,STATIC
this,154,3,STATIC
job,154,3,STATIC
;,154,3,STATIC
however,154,3,STATIC
",",154,3,STATIC
but,154,3,STATIC
the,154,3,STATIC
start,154,3,STATIC
time,154,3,STATIC
is,154,3,STATIC
n't,154,3,STATIC
for,154,3,STATIC
49,154,1,VARIABLE
seconds,154,3,STATIC
.,154,6,STATIC
Ignoring,154,3,STATIC
32626,43,1,VARIABLE
ARPT,65,6,STATIC
:,65,42,STATIC
661708.530713,65,1,VARIABLE
wl0,65,6,STATIC
MDNS,65,6,STATIC
IPV6,65,6,STATIC
Addr,65,6,STATIC
fe80:0:0:0,65,6,STATIC
c6b3:1ff,65,6,STATIC
fecd:467f,65,6,STATIC
<,78,7,STATIC
*,78,7,STATIC
>,78,7,STATIC
:,78,27,STATIC
scheduler_evaluate_activity,78,7,STATIC
told,78,7,STATIC
me,78,7,STATIC
to,78,7,STATIC
run,78,7,STATIC
this,78,7,STATIC
job,78,7,STATIC
;,78,7,STATIC
however,78,7,STATIC
",",78,7,STATIC
but,78,7,STATIC
the,78,7,STATIC
start,78,7,STATIC
time,78,7,STATIC
is,78,7,STATIC
n't,78,7,STATIC
for,78,9,STATIC
2262,78,1,VARIABLE
seconds,78,7,STATIC
.,78,14,STATIC
Ignoring,78,7,STATIC
Captive,41,4,STATIC
CNPluginHandler,41,4,STATIC
en0,41,4,STATIC
Inactive,41,4,STATIC
in6_unlink_ifa,40,7,STATIC
:,40,15,STATIC
IPv6,40,7,STATIC
address,40,7,STATIC
0x77c9114551ab23ab,40,1,VARIABLE
has,40,7,STATIC
no,40,7,STATIC
prefix,40,7,STATIC
network,-1,6,VARIABLE
changed,-1,4,VARIABLE
v4,-1,4,VARIABLE
(,-1,11,VARIABLE
en0,-1,7,VARIABLE
),-1,11,VARIABLE
v6,-1,3,VARIABLE
en0+:2607,-1,2,VARIABLE
f140:6000:8,-1,3,VARIABLE
c6b3:1ff,-1,2,VARIABLE
fecd:467f,-1,2,VARIABLE
DNS,-1,3,VARIABLE
Proxy,-1,3,VARIABLE
SMB,-1,4,VARIABLE
<,116,3,STATIC
*,116,3,STATIC
>,116,3,STATIC
:,116,6,STATIC
scheduler_evaluate_activity,116,3,STATIC
told,116,3,STATIC
me,116,3,STATIC
to,116,3,STATIC
run,116,3,STATIC
this,116,3,STATIC
job,116,3,STATIC
;,116,3,STATIC
however,116,3,STATIC
",",116,3,STATIC
but,116,3,STATIC
the,116,3,STATIC
start,116,3,STATIC
time,116,3,STATIC
is,116,3,STATIC
n't,116,3,STATIC
for,116,3,STATIC
318966,116,1,STATIC
seconds,116,3,STATIC
.,116,6,STATIC
Ignoring,116,3,STATIC
dnssd_clientstub,167,14,STATIC
ConnectToServer,167,14,STATIC
:,167,28,STATIC
connect,167,14,STATIC
(,167,14,STATIC
),167,14,STATIC
-,167,14,STATIC
>,167,14,STATIC
No,167,14,STATIC
of,167,14,STATIC
tries,167,14,STATIC
3,167,14,STATIC
661856.313502,97,1,VARIABLE
318156,116,1,STATIC
ARPT,49,8,STATIC
:,49,66,STATIC
661915.168735,49,1,VARIABLE
wl0,49,8,STATIC
MDNS,49,8,STATIC
IPV6,49,8,STATIC
Addr,49,8,STATIC
2607,49,8,STATIC
f140:6000:8:4de9,49,2,VARIABLE
a101,49,2,VARIABLE
c96c,49,2,VARIABLE
f28b,49,2,VARIABLE
3498,32,1,VARIABLE
PBRequester,166,2,VARIABLE
failed,166,4,STATIC
with,166,2,VARIABLE
Error,166,6,STATIC
Domain=NSURLErrorDomain,166,2,VARIABLE
Code=-1001,166,4,STATIC
``,166,4,STATIC
The,166,4,STATIC
request,166,8,STATIC
timed,166,8,STATIC
out,166,8,STATIC
.,166,8,STATIC
'',166,4,STATIC
UserInfo=,166,4,STATIC
{,166,6,STATIC
NSUnderlyingError=0x7fe133460660,166,1,VARIABLE
Domain=kCFErrorDomainCFNetwork,166,2,VARIABLE
NSErrorFailingURLStringKey=https,166,4,STATIC
//,166,8,STATIC
/dispatcher.arpc,166,4,STATIC
",",166,19,STATIC
NSErrorFailingURLKey=https,166,4,STATIC
_kCFStreamErrorCodeKey=-2102,166,4,STATIC
_kCFStreamErrorDomainKey=4,166,4,STATIC
NSLocalizedDescription=The,166,4,STATIC
},166,6,STATIC
662096.028575,49,1,VARIABLE
314896,116,1,STATIC
106,78,2,VARIABLE
AppleThunderboltNHIType2,121,3,STATIC
:,121,17,STATIC
:waitForOk2Go2Sx,121,3,STATIC
-,121,3,STATIC
retries,121,3,STATIC
=,121,3,STATIC
5,121,3,STATIC
when=2017-07-03,45,4,VARIABLE
03:01:48,45,1,VARIABLE
<,81,15,STATIC
*,81,15,STATIC
>,81,15,STATIC
:,81,15,STATIC
scheduler_evaluate_activity,81,15,STATIC
told,81,15,STATIC
me,81,15,STATIC
to,81,15,STATIC
run,81,15,STATIC
this,81,15,STATIC
job,81,15,STATIC
;,81,15,STATIC
however,81,15,STATIC
",",81,15,STATIC
but,81,15,STATIC
the,81,15,STATIC
start,81,15,STATIC
time,81,15,STATIC
is,81,15,STATIC
n't,81,15,STATIC
for,81,15,STATIC
61304,81,1,VARIABLE
seconds,81,15,STATIC
.,81,30,STATIC
Ignoring,81,15,STATIC
AppleCamIn,82,9,STATIC
:wakeEventHandlerThread,82,9,STATIC
03:22:06,45,1,VARIABLE
device_generate_lock_screen_screenshot,147,3,VARIABLE
0x7fa823962400,147,1,VARIABLE
2000,147,3,VARIABLE
[,147,8,STATIC
0,147,8,STATIC
",",147,12,STATIC
1440,147,2,VARIABLE
900,147,2,VARIABLE
],147,8,STATIC
shield,147,3,VARIABLE
0x7fa82d372000,147,1,VARIABLE
2001,147,3,VARIABLE
dev,147,3,VARIABLE
"1440,900",147,3,VARIABLE
2017-07-02,191,1,STATIC
20:50:47.457,191,1,STATIC
ksfetch,191,3,STATIC
[,191,6,STATIC
32776/0x7fff79824000,191,1,STATIC
],191,6,STATIC
lvl=2,191,3,STATIC
KSHelperReceiveAllData,191,3,STATIC
(,191,5,STATIC
),191,5,STATIC
KSHelperTool,191,3,STATIC
1926,191,2,STATIC
bytes,191,3,STATIC
from,191,3,STATIC
stdin,191,3,STATIC
.,191,3,STATIC
[,69,8,STATIC
21:17:07.529,69,1,VARIABLE
],69,8,STATIC
FigAgglomeratorSetObjectForKey,69,6,STATIC
signalled,69,6,STATIC
err=-16020,69,6,STATIC
(,69,12,STATIC
kFigStringConformerError_ParamErr,69,6,STATIC
),69,12,STATIC
NULL,69,6,STATIC
key,69,6,STATIC
at,69,6,STATIC
/Library/Caches/,69,6,STATIC
<,69,12,STATIC
*,69,12,STATIC
>,69,12,STATIC
/Sources/CoreMedia/,69,6,STATIC
/Prototypes/LegibleOutput/FigAgglomerator.c,69,6,STATIC
line,69,6,STATIC
92,69,6,STATIC
2103,117,1,STATIC
21:48:53.041,203,1,VARIABLE
BTLE,203,4,STATIC
scanner,203,4,STATIC
Powered,203,4,STATIC
Off,203,4,STATIC
PBRequester,127,3,STATIC
failed,127,3,STATIC
with,127,3,STATIC
Error,127,9,STATIC
Domain=NSURLErrorDomain,127,3,STATIC
Code=-1009,127,6,STATIC
``,127,6,STATIC
The,127,6,STATIC
Internet,127,12,STATIC
connection,127,12,STATIC
appears,127,12,STATIC
to,127,12,STATIC
be,127,12,STATIC
offline,127,12,STATIC
.,127,12,STATIC
'',127,6,STATIC
UserInfo=,127,6,STATIC
{,127,9,STATIC
NSUnderlyingError=0x7fe13512cf70,127,1,VARIABLE
Domain=kCFErrorDomainCFNetwork,127,3,STATIC
NSErrorFailingURLStringKey=https,127,6,STATIC
:,127,12,STATIC
//,127,12,STATIC
/dispatcher.arpc,127,8,STATIC
",",127,27,STATIC
NSErrorFailingURLKey=https,127,6,STATIC
_kCFStreamErrorCodeKey=8,127,6,STATIC
_kCFStreamErrorDomainKey=12,127,6,STATIC
NSLocalizedDescription=The,127,6,STATIC
},127,9,STATIC
ARPT,138,5,STATIC
:,138,13,STATIC
669592.164786,138,1,VARIABLE
AQM,138,5,STATIC
agg,138,5,STATIC
params,138,5,STATIC
0xfc0,138,5,STATIC
maxlen,138,5,STATIC
hi/lo,138,5,STATIC
0x0,138,15,STATIC
0xffff,138,5,STATIC
minlen,138,5,STATIC
adjlen,138,5,STATIC
Received,17,15,STATIC
Capture,17,15,STATIC
Event,17,15,STATIC
Sandbox,168,4,STATIC
QQ,168,3,STATIC
(,168,8,STATIC
10018,168,3,STATIC
),168,8,STATIC
deny,168,4,STATIC
1,168,4,STATIC
mach-lookup,168,4,STATIC
<,168,4,STATIC
*,168,4,STATIC
>,168,4,STATIC
32885,140,1,VARIABLE
CCFile,178,30,STATIC
:,178,30,STATIC
:captureLogRun,178,30,STATIC
(,178,15,STATIC
),178,15,STATIC
Exiting,178,15,STATIC
[,48,8,STATIC
22:32:34.846,48,1,VARIABLE
],48,8,STATIC
<,48,20,STATIC
Boss,48,5,STATIC
>,48,20,STATIC
figPlaybackBossPrerollCompleted,48,5,STATIC
unexpected,48,5,STATIC
preroll-complete,48,5,STATIC
notification,48,5,STATIC
671682.028482,65,1,VARIABLE
AppleThunderboltGenericHAL,8,14,STATIC
:,8,14,STATIC
:earlyWake,8,14,STATIC
-,8,28,STATIC
complete,8,14,STATIC
took,8,14,STATIC
1,8,14,STATIC
milliseconds,8,14,STATIC
2115,117,1,STATIC
sigio_handler,38,2,STATIC
sigio_handler_active,38,2,STATIC
!,38,2,STATIC
=,38,2,STATIC
0,38,2,STATIC
#,7,300,STATIC
_getSysMsgList,7,10,VARIABLE
Configuration,138,3,STATIC
Notice,138,3,STATIC
ASL,138,8,STATIC
Module,138,6,STATIC
``,138,7,STATIC
<,138,7,STATIC
*,138,7,STATIC
>,138,8,STATIC
'',138,7,STATIC
claims,138,2,STATIC
selected,138,2,STATIC
messages,138,4,STATIC
.,138,6,STATIC
Those,138,2,STATIC
may,138,2,STATIC
not,138,2,STATIC
appear,138,2,STATIC
in,138,5,STATIC
standard,138,2,STATIC
system,138,2,STATIC
log,138,2,STATIC
files,138,2,STATIC
or,138,2,STATIC
the,138,2,STATIC
database,138,2,STATIC
ARPT,102,6,STATIC
671856.784669,102,1,VARIABLE
IOPMPowerSource,102,3,VARIABLE
Information,102,3,VARIABLE
onSleep,102,3,VARIABLE
SleepType,102,3,VARIABLE
Normal,102,2,VARIABLE
Sleep,102,2,VARIABLE
'ExternalConnected,102,3,VARIABLE
',102,6,STATIC
No,102,3,VARIABLE
'TimeRemaining,102,3,VARIABLE
18011,102,1,VARIABLE
Wake,117,2,STATIC
reason,117,2,STATIC
:,117,4,STATIC
?,117,2,STATIC
01:06:37.436,96,1,VARIABLE
:,96,29,STATIC
Scanning,96,4,VARIABLE
mode,96,4,VARIABLE
Contacts,96,4,VARIABLE
Only,96,4,VARIABLE
671889.268467,82,1,VARIABLE
2040703749,82,1,VARIABLE
3006590414,82,1,VARIABLE
671958.142550,98,1,VARIABLE
wl0,98,3,VARIABLE
setup_keepalive,98,3,VARIABLE
Local,98,3,VARIABLE
port,98,6,STATIC
49791,98,1,VARIABLE
",",98,3,VARIABLE
Remote,98,3,VARIABLE
5223,98,3,VARIABLE
01:42:26.004,49,1,VARIABLE
BTLE,49,2,VARIABLE
scanning,49,2,VARIABLE
stopped,49,2,VARIABLE
32992,43,1,VARIABLE
wake,57,3,STATIC
time,57,3,STATIC
set,57,3,STATIC
+0.270003,57,1,VARIABLE
s,57,3,STATIC
ARPT,44,2,STATIC
672041.595629,44,1,VARIABLE
wl0,44,2,STATIC
setup_keepalive,44,2,STATIC
interval,44,2,STATIC
258,44,2,STATIC
",",44,4,STATIC
retry_interval,44,2,STATIC
30,44,2,STATIC
retry_count,44,2,STATIC
10,44,2,STATIC
[,193,4,STATIC
HID,193,2,STATIC
],193,4,STATIC
MT,193,2,STATIC
MTActuatorManagement,193,1,VARIABLE
:,193,13,STATIC
:getActuatorRef,193,1,VARIABLE
Calling,193,1,VARIABLE
MTActuatorOpen,193,1,VARIABLE
(,193,1,VARIABLE
),193,1,VARIABLE
outside,193,1,VARIABLE
of,193,1,VARIABLE
MTTrackpadHIDManager,193,1,VARIABLE
.,193,1,VARIABLE
672113.005012,44,1,VARIABLE
ARPT,183,2,STATIC
:,183,17,STATIC
672113.005034,183,1,VARIABLE
wl0,183,2,STATIC
setup_keepalive,183,2,STATIC
Seq,183,2,STATIC
1128495564,183,1,VARIABLE
",",183,7,STATIC
Ack,183,2,STATIC
3106452487,183,1,VARIABLE
Win,183,2,STATIC
size,183,2,STATIC
4096,183,2,STATIC
ARPT,103,3,VARIABLE
:,103,17,STATIC
672115.511090,103,1,VARIABLE
AirPort_Brcm43xx,103,3,VARIABLE
:platformWoWEnable,103,3,VARIABLE
WWEN,103,3,VARIABLE
[,103,3,VARIABLE
enable,103,3,VARIABLE
],103,3,VARIABLE
09:32:01,45,1,VARIABLE
03:31:43.005,49,1,VARIABLE
0x77c9114551ab225b,40,1,VARIABLE
ARPT,78,2,VARIABLE
672405.912863,78,1,VARIABLE
wl0,78,2,VARIABLE
MDNS,78,2,VARIABLE
IPV6,78,2,VARIABLE
Addr,78,2,VARIABLE
2607,78,2,VARIABLE
f140:400,78,2,VARIABLE
a01b,78,2,VARIABLE
c6b3:1ff,78,2,VARIABLE
fecd:467f,78,2,VARIABLE
NETWORK,134,4,STATIC
:,134,5,STATIC
requery,134,4,STATIC
",",134,40,STATIC
0,134,20,STATIC
252,134,3,VARIABLE
items,134,4,STATIC
fQueryRetries,134,4,STATIC
fLastRetryTimestamp,134,4,STATIC
520765684.9,134,1,VARIABLE
Location,19,9,STATIC
icon,19,9,STATIC
should,19,9,STATIC
now,19,9,STATIC
be,19,9,STATIC
in,19,9,STATIC
state,19,9,STATIC
'Inactive,19,9,STATIC
',19,9,STATIC
<,38,2,STATIC
*,38,2,STATIC
>,38,2,STATIC
672487.663921,78,1,VARIABLE
33047,175,1,VARIABLE
deny,175,2,VARIABLE
network-outbound,175,2,VARIABLE
/private/var/run/mDNSResponder,175,2,VARIABLE
-0.331349,57,1,VARIABLE
33056,175,1,VARIABLE
ARPT,201,2,STATIC
:,201,17,STATIC
672663.206073,201,1,VARIABLE
wl0,201,2,STATIC
wl_update_tcpkeep_seq,201,2,STATIC
Original,201,2,STATIC
Seq,201,2,STATIC
2185760336,201,1,VARIABLE
",",201,4,STATIC
Ack,201,2,STATIC
2085655440,201,1,VARIABLE
Win,201,2,STATIC
size,201,2,STATIC
4096,201,2,STATIC
button,148,7,STATIC
report,148,7,STATIC
:,148,7,STATIC
0x80039B7,148,6,STATIC
AppleCamIn,62,15,STATIC
:,62,15,STATIC
:handleWakeEvent_gated,62,15,STATIC
672735.825491,102,1,VARIABLE
wl0,102,3,VARIABLE
leaveModulePoweredForOffloads,102,3,VARIABLE
Wi-Fi,102,3,VARIABLE
will,102,3,VARIABLE
stay,102,3,VARIABLE
on,102,3,VARIABLE
.,102,3,VARIABLE
AppleThunderboltNHIType2,83,2,STATIC
:waitForOk2Go2Sx,83,2,STATIC
-,83,2,STATIC
retries,83,2,STATIC
=,83,5,STATIC
6,83,2,STATIC
Sandbox,87,8,STATIC
:,87,8,STATIC
<,87,8,STATIC
*,87,8,STATIC
>,87,8,STATIC
(,87,16,STATIC
33119,87,1,VARIABLE
),87,16,STATIC
deny,87,8,STATIC
1,87,8,STATIC
network-outbound,87,8,STATIC
/private/var/run/mDNSResponder,87,8,STATIC
672922.026642,97,1,VARIABLE
672925.537944,103,1,VARIABLE
672925.539048,203,1,VARIABLE
673002.849007,65,1,VARIABLE
06:57:52.002,117,1,STATIC
Purged,117,2,STATIC
contact,117,2,STATIC
hashes,117,2,STATIC
<,90,2,STATIC
*,90,2,STATIC
>,90,2,STATIC
(,90,2,STATIC
33139,90,2,STATIC
),90,2,STATIC
deny,90,2,STATIC
network-outbound,90,2,STATIC
/private/var/run/mDNSResponder,90,2,STATIC
ARPT,74,2,STATIC
:,74,17,STATIC
673078.174655,74,1,VARIABLE
AirPort_Brcm43xx,74,2,STATIC
:platformWoWEnable,74,2,STATIC
WWEN,74,2,STATIC
[,74,18,STATIC
disable,74,2,STATIC
],74,18,STATIC
673110.784021,54,1,VARIABLE
wl0,54,3,VARIABLE
wl_update_tcpkeep_seq,54,3,VARIABLE
Updated,54,3,VARIABLE
seq/ack/win,54,3,VARIABLE
from,54,3,VARIABLE
UserClient,54,3,VARIABLE
Seq,54,3,VARIABLE
4039579370,54,1,VARIABLE
Ack,54,3,VARIABLE
2406464715,54,1,VARIABLE
Win,54,3,VARIABLE
size,54,3,VARIABLE
278,54,1,VARIABLE
07:33:34.878,156,1,VARIABLE
scanning,156,2,STATIC
started,156,2,STATIC
IOPMrootDomain,-1,3,VARIABLE
idle,-1,3,VARIABLE
cancel,-1,3,VARIABLE
673255.225425,103,1,VARIABLE
08:21:18.004,158,1,STATIC
673289.745639,133,1,VARIABLE
1578355965,133,1,VARIABLE
2401645769,133,1,VARIABLE
520783088.4,134,1,VARIABLE
673321.718258,98,1,VARIABLE
50542,98,1,VARIABLE
1857,58,1,STATIC
ARPT,75,4,STATIC
673324.060219,75,1,VARIABLE
wl0,75,4,STATIC
wl_update_tcpkeep_seq,75,4,STATIC
Updated,75,4,STATIC
seq/ack/win,75,4,STATIC
from,75,4,STATIC
UserClient,75,4,STATIC
Seq,75,4,STATIC
815278018,75,1,VARIABLE
",",75,8,STATIC
Ack,75,4,STATIC
1982345407,75,1,VARIABLE
Win,75,4,STATIC
size,75,4,STATIC
278,75,4,STATIC
ARPT,40,4,STATIC
673325.798753,40,1,VARIABLE
Wake,40,4,STATIC
Reason,40,2,STATIC
on,40,2,STATIC
TCP,40,2,STATIC
Timeout,40,2,STATIC
673399.580233,102,1,VARIABLE
13027,102,1,VARIABLE
8,112,1,VARIABLE
673431.714836,98,1,VARIABLE
50601,98,1,VARIABLE
hibernate_alloc_pages,128,2,STATIC
act,128,2,STATIC
173850,128,1,VARIABLE
",",128,18,STATIC
inact,128,2,STATIC
24957,128,1,VARIABLE
anon,128,2,STATIC
891,128,1,VARIABLE
throt,128,2,STATIC
0,128,5,STATIC
spec,128,2,STATIC
73492,128,1,VARIABLE
wire,128,2,STATIC
527143,128,1,VARIABLE
wireinit,128,2,STATIC
39927,128,2,STATIC
hibernate_teardown_pmap_structs,116,2,STATIC
done,116,3,STATIC
last_valid_compact_indx,116,3,STATIC
282563,116,1,STATIC
673493.721766,97,1,VARIABLE
1936,58,1,STATIC
09:57:10.384,96,1,VARIABLE
sigio_handler,83,3,STATIC
sigio_handler_active,83,3,STATIC
!,83,3,STATIC
1,83,3,STATIC
enabling,117,1,STATIC
pid=30298,117,1,STATIC
for,117,5,STATIC
plug-in,117,1,STATIC
<,117,2,STATIC
*,117,2,STATIC
>,117,2,STATIC
(,117,5,STATIC
1.0,117,1,STATIC
),117,1,STATIC
131FE7ED-87F7-471D-8797-C11107688DF7,117,1,STATIC
/System/Library/CoreServices/Weather.app/Contents/PlugIns/,117,1,STATIC
FA||Url||taskID,202,5,STATIC
[,202,5,STATIC
2019353296,202,1,STATIC
],202,5,STATIC
dealloc,202,5,STATIC
2017-07-03,163,1,VARIABLE
10:40:41.730,163,1,VARIABLE
33263/0x700000323000,163,1,VARIABLE
performSelfUpdateWithEngine,163,1,VARIABLE
self,163,1,VARIABLE
update,163,1,VARIABLE
Engine,163,1,VARIABLE
KSUpdateEngine:0x10062de70,163,2,VARIABLE
KSPersistentTicketStore:0x1005206e0,163,1,VARIABLE
KSKeyedPersistentStore:0x1005282c0,163,1,VARIABLE
KSLockFile:0x100510480,163,1,VARIABLE
KSActionProcessor:0x10062e060,163,1,VARIABLE
KSServerPrivateInfoStore:0x10062d2d0,163,1,VARIABLE
2017-07-03,96,2,VARIABLE
10:40:42.940,96,1,VARIABLE
GoogleSoftwareUpdateAgent,96,4,VARIABLE
[,96,23,STATIC
33263/0x700000323000,96,1,VARIABLE
],96,23,STATIC
lvl=2,96,4,VARIABLE
-,96,5,STATIC
KSOmahaServer,96,1,VARIABLE
updateInfosForUpdateResponse,96,1,VARIABLE
updateRequest,96,1,VARIABLE
infoStore,96,1,VARIABLE
upToDateTickets,96,1,VARIABLE
updatedTickets,96,1,VARIABLE
events,96,1,VARIABLE
errors,96,1,VARIABLE
Response,96,1,VARIABLE
passed,96,1,VARIABLE
CUP,96,1,VARIABLE
validation,96,1,VARIABLE
.,96,1,VARIABLE
2019353306,202,1,STATIC
[,137,5,STATIC
11:27:14.923,137,1,VARIABLE
],137,5,STATIC
<,137,20,STATIC
Boss,137,5,STATIC
>,137,20,STATIC
figPlaybackBossPrerollCompleted,137,5,STATIC
:,137,14,STATIC
unexpected,137,5,STATIC
preroll-complete,137,5,STATIC
notification,137,5,STATIC
[,66,2,STATIC
11:31:49.472,66,1,STATIC
],66,2,STATIC
FigAgglomeratorSetObjectForKey,66,2,STATIC
signalled,66,2,STATIC
err=-16020,66,2,STATIC
(,66,10,STATIC
kFigStringConformerError_ParamErr,66,2,STATIC
),66,10,STATIC
NULL,66,2,STATIC
key,66,2,STATIC
at,66,2,STATIC
/Library/Caches/,66,2,STATIC
<,66,7,STATIC
*,66,7,STATIC
>,66,7,STATIC
/Sources/CoreMedia/,66,2,STATIC
/Prototypes/LegibleOutput/FigAgglomerator.c,66,2,STATIC
line,66,2,STATIC
92,66,2,STATIC
[,39,4,STATIC
11:31:49.593,39,1,VARIABLE
],39,4,STATIC
itemasync_CopyProperty,39,4,STATIC
signalled,39,4,STATIC
err=-12785,39,4,STATIC
(,39,8,STATIC
kFigBaseObjectError_Invalidated,39,4,STATIC
),39,8,STATIC
invalidated,39,4,STATIC
at,39,4,STATIC
/Library/Caches/,39,4,STATIC
<,39,8,STATIC
*,39,8,STATIC
>,39,8,STATIC
/Sources/CoreMedia/,39,4,STATIC
/Prototypes/Player/FigPlayer_Async.c,39,4,STATIC
line,39,4,STATIC
2092,39,4,STATIC
11:34:44.290,39,1,VARIABLE
11:38:27.892,47,1,VARIABLE
0x7fce1406d600,47,1,VARIABLE
11:39:18.356,47,1,VARIABLE
0x7fce15069400,47,1,VARIABLE
11:41:18.041,47,1,VARIABLE
0x7fce16267800,47,1,VARIABLE
11:48:35.539,137,1,VARIABLE
[,9,2,STATIC
11:50:02.531,9,1,VARIABLE
],9,2,STATIC
itemasync_SetProperty,9,2,STATIC
signalled,9,2,STATIC
err=-12785,9,2,STATIC
(,9,4,STATIC
kFigBaseObjectError_Invalidated,9,2,STATIC
),9,4,STATIC
invalidated,9,2,STATIC
at,9,2,STATIC
/Library/Caches/,9,2,STATIC
<,9,4,STATIC
*,9,4,STATIC
>,9,4,STATIC
/Sources/CoreMedia/,9,2,STATIC
/Prototypes/Player/FigPlayer_Async.c,9,2,STATIC
line,9,2,STATIC
2306,9,2,STATIC
11:50:13.362,9,1,VARIABLE
11:51:29.334,177,1,VARIABLE
11:56:05.232,137,1,VARIABLE
11:58:00.829,137,1,VARIABLE
11:58:36.563,39,1,VARIABLE
12:02:22.126,22,1,STATIC
FigAgglomeratorSetObjectForKey,22,3,STATIC
signalled,22,3,STATIC
err=-16020,22,3,STATIC
(,22,7,STATIC
kFigStringConformerError_ParamErr,22,3,STATIC
),22,7,STATIC
NULL,22,3,STATIC
key,22,3,STATIC
at,22,3,STATIC
/Library/Caches/,22,3,STATIC
*,22,6,STATIC
/Sources/CoreMedia/,22,3,STATIC
/Prototypes/LegibleOutput/FigAgglomerator.c,22,3,STATIC
line,22,3,STATIC
92,22,3,STATIC
[,165,9,STATIC
12:03:48.669,165,1,VARIABLE
],165,9,STATIC
<,165,20,STATIC
Boss,165,5,STATIC
>,165,20,STATIC
figPlaybackBossPrerollCompleted,165,5,STATIC
:,165,7,STATIC
unexpected,165,5,STATIC
preroll-complete,165,5,STATIC
notification,165,5,STATIC
12:04:32.065,165,1,VARIABLE
12:11:47.043,39,1,VARIABLE
12:22:42.202,177,1,VARIABLE
-0.855670,57,1,VARIABLE
Opened,181,3,STATIC
file,181,3,STATIC
/var/log/SleepWakeStacks.bin,181,2,STATIC
",",181,11,STATIC
size,181,3,STATIC
172032,181,2,STATIC
extents,181,3,STATIC
1,181,5,STATIC
maxio,181,3,STATIC
2000000,181,3,STATIC
ssd,181,3,STATIC
NETWORK,92,4,STATIC
:,92,11,STATIC
no,92,4,STATIC
response,92,4,STATIC
from,92,4,STATIC
server,92,4,STATIC
",",92,16,STATIC
reachability,92,4,STATIC
2,92,6,STATIC
queryRetries,92,4,STATIC
0,92,1,VARIABLE
Unexpected,130,2,STATIC
payload,130,3,STATIC
found,130,2,STATIC
for,130,4,STATIC
message,130,2,STATIC
9,130,2,STATIC
",",130,4,STATIC
dataLen,130,2,STATIC
0,130,2,STATIC
CCFile,24,17,STATIC
:,24,17,STATIC
:captureLog,24,17,STATIC
en0,51,2,STATIC
:,51,2,STATIC
Supported,51,2,STATIC
channels,51,2,STATIC
1,51,2,STATIC
2,51,2,STATIC
3,51,2,STATIC
4,51,2,STATIC
5,51,2,STATIC
6,51,2,STATIC
7,51,2,STATIC
8,51,2,STATIC
9,51,2,STATIC
10,51,2,STATIC
11,51,2,STATIC
12,51,2,STATIC
13,51,2,STATIC
36,51,2,STATIC
40,51,2,STATIC
44,51,2,STATIC
48,51,2,STATIC
52,51,2,STATIC
56,51,2,STATIC
60,51,2,STATIC
64,51,2,STATIC
100,51,2,STATIC
104,51,2,STATIC
108,51,2,STATIC
112,51,2,STATIC
116,51,2,STATIC
120,51,2,STATIC
124,51,2,STATIC
128,51,2,STATIC
132,51,2,STATIC
136,51,2,STATIC
140,51,2,STATIC
144,51,2,STATIC
149,51,2,STATIC
153,51,2,STATIC
157,51,2,STATIC
161,51,2,STATIC
ARPT,96,2,VARIABLE
681387.132167,96,1,VARIABLE
AirPort_Brcm43xx,96,2,VARIABLE
:powerChange,96,2,VARIABLE
System,96,2,VARIABLE
Wake,96,4,VARIABLE
Full,96,2,VARIABLE
Wake/,96,2,VARIABLE
Dark,96,2,VARIABLE
/,96,2,VARIABLE
Maintenance,96,2,VARIABLE
wake,96,2,VARIABLE
681446.072377,151,1,VARIABLE
Internal,132,1,STATIC
name,132,3,STATIC
did,132,1,STATIC
resolve,132,1,STATIC
to,132,8,STATIC
internal,132,1,STATIC
address,132,1,STATIC
!,132,1,STATIC
Service,102,4,STATIC
